municipality_number,municipality_name,year,sex,population
50191,Novillas,2001,Hombres,348
22163,Nueno,2001,Hombres,164
50192,Nuévalos,2001,Hombres,201
50193,Nuez de Ebro,2001,Hombres,315
44167,Obón,2001,Hombres,36
44168,Odón,2001,Hombres,126
44169,Ojos Negros,2001,Hombres,295
44171,Olba,2001,Hombres,103
44172,Oliete,2001,Hombres,245
44173,Olmos (Los),2001,Hombres,75
22164,Olvena,2001,Hombres,24
50194,Olvés,2001,Hombres,89
22165,Ontiñena,2001,Hombres,327
50195,Orcajo,2001,Hombres,23
50196,Orera,2001,Hombres,64
50197,Orés,2001,Hombres,60
44174,Orihuela del Tremedal,2001,Hombres,302
44175,Orrios,2001,Hombres,98
50198,Oseja,2001,Hombres,28
50199,Osera de Ebro,2001,Hombres,175
22167,Osso de Cinca,2001,Hombres,436
22168,Palo,2001,Hombres,19
44176,Palomar de Arroyos,2001,Hombres,141
44177,Pancrudo,2001,Hombres,87
50200,Paniza,2001,Hombres,365
22170,Panticosa,2001,Hombres,369
50201,Paracuellos de Jiloca,2001,Hombres,235
50202,Paracuellos de la Ribera,2001,Hombres,136
44178,Parras de Castellote (Las),2001,Hombres,41
50203,Pastriz,2001,Hombres,519
50204,Pedrola,2001,Hombres,1365
50205,Pedrosas (Las),2001,Hombres,49
22172,Peñalba,2001,Hombres,394
44179,Peñarroya de Tastavins,2001,Hombres,278
22173,Peñas de Riglos (Las),2001,Hombres,154
44180,Peracense,2001,Hombres,57
44181,Peralejos,2001,Hombres,44
44182,Perales del Alfambra,2001,Hombres,149
22174,Peralta de Alcofea,2001,Hombres,337
22175,Peralta de Calasanz,2001,Hombres,152
22176,Peraltilla,2001,Hombres,90
22177,Perarrúa,2001,Hombres,61
50206,Perdiguera,2001,Hombres,263
22178,Pertusa,2001,Hombres,78
50207,Piedratajada,2001,Hombres,68
50208,Pina de Ebro,2001,Hombres,1146
50209,Pinseque,2001,Hombres,876
50210,Pintanos (Los),2001,Hombres,44
22181,Piracés,2001,Hombres,69
44183,Pitarque,2001,Hombres,49
22182,Plan,2001,Hombres,169
50211,Plasencia de Jalón,2001,Hombres,196
50212,Pleitas,2001,Hombres,35
50213,Plenas,2001,Hombres,72
44184,Plou,2001,Hombres,24
44185,Pobo (El),2001,Hombres,75
22184,Poleñino,2001,Hombres,125
50214,Pomer,2001,Hombres,21
44187,Portellada (La),2001,Hombres,163
22186,Pozán de Vero,2001,Hombres,120
44189,Pozondón,2001,Hombres,44
50215,Pozuel de Ariza,2001,Hombres,14
44190,Pozuel del Campo,2001,Hombres,61
50216,Pozuelo de Aragón,2001,Hombres,187
50217,Pradilla de Ebro,2001,Hombres,331
50218,Puebla de Albortón,2001,Hombres,79
50219,Puebla de Alfindén (La),2001,Hombres,1074
22187,Puebla de Castro (La),2001,Hombres,171
44191,Puebla de Híjar (La),2001,Hombres,535
44192,Puebla de Valverde (La),2001,Hombres,273
50220,Puendeluna,2001,Hombres,36
22188,Puente de Montañana,2001,Hombres,58
22902,Puente la Reina de Jaca,2001,Hombres,128
22189,Puértolas,2001,Hombres,119
44193,Puertomingalvo,2001,Hombres,80
22190,Pueyo de Araguás (El),2001,Hombres,92
22193,Pueyo de Santa Cruz,2001,Hombres,176
50221,Purujosa,2001,Hombres,29
22195,Quicena,2001,Hombres,77
50222,Quinto,2001,Hombres,1059
44194,Ráfales,2001,Hombres,92
50223,Remolinos,2001,Hombres,609
50224,Retascón,2001,Hombres,45
50225,Ricla,2001,Hombres,1318
44195,Rillo,2001,Hombres,75
44196,Riodeva,2001,Hombres,99
22197,Robres,2001,Hombres,345
44197,Ródenas,2001,Hombres,45
50227,Romanos,2001,Hombres,81
44198,Royuela,2001,Hombres,130
44199,Rubiales,2001,Hombres,31
44200,Rubielos de la Cérida,2001,Hombres,30
44201,Rubielos de Mora,2001,Hombres,322
50228,Rueda de Jalón,2001,Hombres,188
50229,Ruesca,2001,Hombres,46
50241,Sabiñán,2001,Hombres,442
22199,Sabiñánigo,2001,Hombres,4186
50230,Sádaba,2001,Hombres,859
22200,Sahún,2001,Hombres,150
22201,Salas Altas,2001,Hombres,196
22202,Salas Bajas,2001,Hombres,76
44203,Salcedillo,2001,Hombres,4
44204,Saldón,2001,Hombres,22
22203,Salillas,2001,Hombres,62
50231,Salillas de Jalón,2001,Hombres,177
22204,Sallent de Gállego,2001,Hombres,557
50232,Salvatierra de Esca,2001,Hombres,141
44205,Samper de Calanda,2001,Hombres,476
50233,Samper del Salz,2001,Hombres,73
44206,San Agustín,2001,Hombres,67
22205,San Esteban de Litera,2001,Hombres,302
22207,San Juan de Plan,2001,Hombres,81
50234,San Martín de la Virgen de Moncayo,2001,Hombres,163
44207,San Martín del Río,2001,Hombres,135
50235,San Mateo de Gállego,2001,Hombres,1123
22903,San Miguel del Cinca,2001,Hombres,478
22206,Sangarrén,2001,Hombres,134
22208,Santa Cilia,2001,Hombres,100
50236,Santa Cruz de Grío,2001,Hombres,124
22209,Santa Cruz de la Serós,2001,Hombres,86
50237,Santa Cruz de Moncayo,2001,Hombres,56
44208,Santa Cruz de Nogueras,2001,Hombres,15
44209,Santa Eulalia,2001,Hombres,577
50238,Santa Eulalia de Gállego,2001,Hombres,68
22906,Santa María de Dulcis,2001,Hombres,109
22212,Santaliestra y San Quílez,2001,Hombres,54
50239,Santed,2001,Hombres,37
22213,Sariñena,2001,Hombres,2001
44210,Sarrión,2001,Hombres,529
50240,Sástago,2001,Hombres,713
22214,Secastilla,2001,Hombres,71
50242,Sediles,2001,Hombres,54
44211,Segura de los Baños,2001,Hombres,22
22215,Seira,2001,Hombres,105
22217,Sena,2001,Hombres,309
22218,Senés de Alcubierre,2001,Hombres,32
44212,Seno,2001,Hombres,24
22220,Sesa,2001,Hombres,130
50243,Sestrica,2001,Hombres,241
22221,Sesué,2001,Hombres,67
50244,Sierra de Luna,2001,Hombres,135
22222,Siétamo,2001,Hombres,218
50245,Sigüés,2001,Hombres,95
44213,Singra,2001,Hombres,45
50246,Sisamón,2001,Hombres,45
50247,Sobradiel,2001,Hombres,321
22223,Sopeira,2001,Hombres,55
50248,Sos del Rey Católico,2001,Hombres,383
22904,Sotonera (La),2001,Hombres,591
50249,Tabuenca,2001,Hombres,264
50250,Talamantes,2001,Hombres,38
22225,Tamarite de Litera,2001,Hombres,1881
50251,Tarazona,2001,Hombres,5125
22226,Tardienta,2001,Hombres,550
50252,Tauste,2001,Hombres,3499
22227,Tella-Sin,2001,Hombres,141
50253,Terrer,2001,Hombres,298
44215,Terriente,2001,Hombres,103
44216,Teruel,2001,Hombres,14893
50254,Tierga,2001,Hombres,137
22228,Tierz,2001,Hombres,90
50255,Tobed,2001,Hombres,145
22229,Tolva,2001,Hombres,104
44217,Toril y Masegoso,2001,Hombres,17
22230,Torla-Ordesa,2001,Hombres,175
44218,Tormón,2001,Hombres,20
44219,Tornos,2001,Hombres,131
22232,Torralba de Aragón,2001,Hombres,59
50256,Torralba de los Frailes,2001,Hombres,51
44220,Torralba de los Sisones,2001,Hombres,110
50257,Torralba de Ribota,2001,Hombres,113
50258,Torralbilla,2001,Hombres,43
44223,Torre de Arcas,2001,Hombres,51
44224,Torre de las Arcas,2001,Hombres,20
44225,Torre del Compte,2001,Hombres,84
22233,Torre la Ribera,2001,Hombres,65
44227,Torre los Negros,2001,Hombres,49
44221,Torrecilla de Alcañiz,2001,Hombres,235
44222,Torrecilla del Rebollar,2001,Hombres,93
50259,Torrehermosa,2001,Hombres,62
44226,Torrelacárcel,2001,Hombres,148
50260,Torrelapaja,2001,Hombres,22
50261,Torrellas,2001,Hombres,153
44228,Torremocha de Jiloca,2001,Hombres,83
22234,Torrente de Cinca,2001,Hombres,531
44229,Torres de Albarracín,2001,Hombres,85
22235,Torres de Alcanadre,2001,Hombres,77
22236,Torres de Barbués,2001,Hombres,179
50262,Torres de Berrellén,2001,Hombres,717
44230,Torrevelilla,2001,Hombres,104
44231,Torrijas,2001,Hombres,31
50263,Torrijo de la Cañada,2001,Hombres,199
44232,Torrijo del Campo,2001,Hombres,283
50264,Tosos,2001,Hombres,98
44234,Tramacastiel,2001,Hombres,53
44235,Tramacastilla,2001,Hombres,58
22239,Tramaced,2001,Hombres,61
50265,Trasmoz,2001,Hombres,31
50266,Trasobares,2001,Hombres,117
44236,Tronchón,2001,Hombres,51
50267,Uncastillo,2001,Hombres,427
50268,Undués de Lerda,2001,Hombres,29
44237,Urrea de Gaén,2001,Hombres,291
50269,Urrea de Jalón,2001,Hombres,170
50270,Urriés,2001,Hombres,40
50271,Used,2001,Hombres,202
50272,Utebo,2001,Hombres,5768
44238,Utrillas,2001,Hombres,1698
50274,Val de San Martín,2001,Hombres,41
44239,Valacloche,2001,Hombres,12
44240,Valbona,2001,Hombres,102
44241,Valdealgorfa,2001,Hombres,361
44243,Valdecuenca,2001,Hombres,22
50273,Valdehorna,2001,Hombres,30
44244,Valdelinares,2001,Hombres,66
44245,Valdeltormo,2001,Hombres,199
44246,Valderrobres,2001,Hombres,987
22242,Valfarta,2001,Hombres,58
44247,Valjunquera,2001,Hombres,217
22243,Valle de Bardají,2001,Hombres,29
22901,Valle de Hecho,2001,Hombres,511
22244,Valle de Lierp,2001,Hombres,29
44249,Vallecillo (El),2001,Hombres,32
50275,Valmadrid,2001,Hombres,38
50276,Valpalmas,2001,Hombres,92
50277,Valtorres,2001,Hombres,45
44250,Veguillas de la Sierra,2001,Hombres,17
22245,Velilla de Cinca,2001,Hombres,235
50278,Velilla de Ebro,2001,Hombres,129
50279,Velilla de Jiloca,2001,Hombres,60
22909,Vencillón,2001,Hombres,243
50280,Vera de Moncayo,2001,Hombres,246
22247,Viacamp y Litera,2001,Hombres,20
22248,Vicién,2001,Hombres,65
50281,Vierlas,2001,Hombres,53
50283,Villadoz,2001,Hombres,49
50284,Villafeliche,2001,Hombres,120
50285,Villafranca de Ebro,2001,Hombres,340
44251,Villafranca del Campo,2001,Hombres,189
44252,Villahermosa del Campo,2001,Hombres,39
50286,Villalba de Perejil,2001,Hombres,61
50287,Villalengua,2001,Hombres,226
50903,Villamayor de Gállego,2001,Hombres,1869
22249,Villanova,2001,Hombres,71
22250,Villanúa,2001,Hombres,177
50288,Villanueva de Gállego,2001,Hombres,1661
50290,Villanueva de Huerva,2001,Hombres,310
50289,Villanueva de Jiloca,2001,Hombres,56
22251,Villanueva de Sigena,2001,Hombres,255
44256,Villanueva del Rebollar de la Sierra,2001,Hombres,28
50291,Villar de los Navarros,2001,Hombres,75
44257,Villar del Cobo,2001,Hombres,123
44258,Villar del Salz,2001,Hombres,56
44260,Villarluengo,2001,Hombres,115
44261,Villarquemado,2001,Hombres,499
50292,Villarreal de Huerva,2001,Hombres,103
50293,Villarroya de la Sierra,2001,Hombres,342
44262,Villarroya de los Pinares,2001,Hombres,98
50294,Villarroya del Campo,2001,Hombres,42
44263,Villastar,2001,Hombres,175
44264,Villel,2001,Hombres,170
50282,Vilueña (La),2001,Hombres,42
44265,Vinaceite,2001,Hombres,146
44266,Visiedo,2001,Hombres,91
50295,Vistabella,2001,Hombres,19
44267,Vivel del Río Martín,2001,Hombres,46
22252,Yebra de Basa,2001,Hombres,94
22253,Yésero,2001,Hombres,45
50296,Zaida (La),2001,Hombres,293
22254,Zaidín,2001,Hombres,851
50297,Zaragoza,2001,Hombres,294442
44268,Zoma (La),2001,Hombres,16
50298,Zuera,2001,Hombres,2853
44001,Ababuj,2001,Mujeres,36
50001,Abanto,2001,Mujeres,83
44002,Abejuela,2001,Mujeres,18
22001,Abiego,2001,Mujeres,149
22002,Abizanda,2001,Mujeres,64
50002,Acered,2001,Mujeres,131
22003,Adahuesca,2001,Mujeres,79
50003,Agón,2001,Mujeres,86
50004,Aguarón,2001,Mujeres,396
44003,Aguatón,2001,Mujeres,14
44004,Aguaviva,2001,Mujeres,334
22004,Agüero,2001,Mujeres,80
44005,Aguilar del Alfambra,2001,Mujeres,46
50005,Aguilón,2001,Mujeres,148
22907,Aínsa-Sobrarbe,2001,Mujeres,779
50006,Ainzón,2001,Mujeres,587
22006,Aisa,2001,Mujeres,180
44006,Alacón,2001,Mujeres,213
50007,Aladrén,2001,Mujeres,37
50008,Alagón,2001,Mujeres,2805
50009,Alarba,2001,Mujeres,70
44007,Alba,2001,Mujeres,129
22007,Albalate de Cinca,2001,Mujeres,569
44008,Albalate del Arzobispo,2001,Mujeres,1143
22008,Albalatillo,2001,Mujeres,127
44009,Albarracín,2001,Mujeres,503
22009,Albelda,2001,Mujeres,452
44010,Albentosa,2001,Mujeres,125
50010,Alberite de San Juan,2001,Mujeres,41
22011,Albero Alto,2001,Mujeres,49
22012,Albero Bajo,2001,Mujeres,50
22013,Alberuela de Tubo,2001,Mujeres,184
50011,Albeta,2001,Mujeres,63
50012,Alborge,2001,Mujeres,67
44011,Alcaine,2001,Mujeres,30
50013,Alcalá de Ebro,2001,Mujeres,156
22014,Alcalá de Gurrea,2001,Mujeres,160
44012,Alcalá de la Selva,2001,Mujeres,234
50014,Alcalá de Moncayo,2001,Mujeres,68
22015,Alcalá del Obispo,2001,Mujeres,169
22016,Alcampell,2001,Mujeres,457
44013,Alcañiz,2001,Mujeres,6753
22017,Alcolea de Cinca,2001,Mujeres,607
50015,Alconchel de Ariza,2001,Mujeres,73
44014,Alcorisa,2001,Mujeres,1622
22018,Alcubierre,2001,Mujeres,220
50016,Aldehuela de Liestos,2001,Mujeres,28
22019,Alerre,2001,Mujeres,102
50017,Alfajarín,2001,Mujeres,746
44016,Alfambra,2001,Mujeres,312
50018,Alfamén,2001,Mujeres,624
22020,Alfántega,2001,Mujeres,57
50019,Alforque,2001,Mujeres,39
50020,Alhama de Aragón,2001,Mujeres,601
44017,Aliaga,2001,Mujeres,176
44021,Allepuz,2001,Mujeres,67
44022,Alloza,2001,Mujeres,387
44023,Allueva,2001,Mujeres,5
50021,Almochuel,2001,Mujeres,23
44018,Almohaja,2001,Mujeres,11
50022,Almolda (La),2001,Mujeres,341
50023,Almonacid de la Cuba,2001,Mujeres,169
50024,Almonacid de la Sierra,2001,Mujeres,409
22021,Almudévar,2001,Mujeres,1138
50025,Almunia de Doña Godina (La),2001,Mujeres,2819
22022,Almunia de San Juan,2001,Mujeres,334
22023,Almuniente,2001,Mujeres,302
44019,Alobras,2001,Mujeres,41
50026,Alpartir,2001,Mujeres,295
44020,Alpeñés,2001,Mujeres,10
22024,Alquézar,2001,Mujeres,148
22025,Altorricón,2001,Mujeres,708
50027,Ambel,2001,Mujeres,196
44024,Anadón,2001,Mujeres,8
44025,Andorra,2001,Mujeres,3809
50028,Anento,2001,Mujeres,37
22027,Angüés,2001,Mujeres,200
50029,Aniñón,2001,Mujeres,418
22028,Ansó,2001,Mujeres,261
22029,Antillón,2001,Mujeres,80
50030,Añón de Moncayo,2001,Mujeres,125
22032,Aragüés del Puerto,2001,Mujeres,54
50031,Aranda de Moncayo,2001,Mujeres,110
50032,Arándiga,2001,Mujeres,238
44026,Arcos de las Salinas,2001,Mujeres,75
50033,Ardisa,2001,Mujeres,35
22035,Arén,2001,Mujeres,185
44027,Arens de Lledó,2001,Mujeres,125
22036,Argavieso,2001,Mujeres,54
44028,Argente,2001,Mujeres,124
22037,Arguis,2001,Mujeres,30
44029,Ariño,2001,Mujeres,418
50034,Ariza,2001,Mujeres,634
50035,Artieda,2001,Mujeres,45
50036,Asín,2001,Mujeres,49
50037,Atea,2001,Mujeres,101
50038,Ateca,2001,Mujeres,1010
22039,Ayerbe,2001,Mujeres,549
44031,Azaila,2001,Mujeres,77
22040,Azanuy-Alins,2001,Mujeres,98
22041,Azara,2001,Mujeres,106
22042,Azlor,2001,Mujeres,78
50039,Azuara,2001,Mujeres,329
44032,Bádenas,2001,Mujeres,10
50040,Badules,2001,Mujeres,57
22043,Baélls,2001,Mujeres,66
44033,Báguena,2001,Mujeres,238
50041,Bagüés,2001,Mujeres,20
22044,Bailo,2001,Mujeres,123
50042,Balconchán,2001,Mujeres,13
22045,Baldellou,2001,Mujeres,65
22046,Ballobar,2001,Mujeres,510
22047,Banastás,2001,Mujeres,94
44034,Bañón,2001,Mujeres,82
22048,Barbastro,2001,Mujeres,7367
50043,Bárboles,2001,Mujeres,156
22049,Barbués,2001,Mujeres,58
22050,Barbuñales,2001,Mujeres,57
22051,Bárcabo,2001,Mujeres,51
50044,Bardallur,2001,Mujeres,154
44035,Barrachina,2001,Mujeres,77
44036,Bea,2001,Mujeres,17
44037,Beceite,2001,Mujeres,308
50045,Belchite,2001,Mujeres,783
44039,Bello,2001,Mujeres,206
50046,Belmonte de Gracián,2001,Mujeres,132
44038,Belmonte de San José,2001,Mujeres,66
22052,Belver de Cinca,2001,Mujeres,644
22053,Benabarre,2001,Mujeres,538
22054,Benasque,2001,Mujeres,749
22246,Beranuy,2001,Mujeres,52
22055,Berbegal,2001,Mujeres,232
50047,Berdejo,2001,Mujeres,27
44040,Berge,2001,Mujeres,110
50048,Berrueco,2001,Mujeres,17
44041,Bezas,2001,Mujeres,31
50901,Biel,2001,Mujeres,117
22057,Bielsa,2001,Mujeres,226
22058,Bierge,2001,Mujeres,98
22059,Biescas,2001,Mujeres,603
50050,Bijuesca,2001,Mujeres,56
22060,Binaced,2001,Mujeres,790
22061,Binéfar,2001,Mujeres,4126
50051,Biota,2001,Mujeres,596
22062,Bisaurri,2001,Mujeres,99
22063,Biscarrués,2001,Mujeres,107
50052,Bisimbre,2001,Mujeres,72
44042,Blancas,2001,Mujeres,81
22064,Blecua y Torres,2001,Mujeres,91
44043,Blesa,2001,Mujeres,57
22066,Boltaña,2001,Mujeres,414
22067,Bonansa,2001,Mujeres,39
50053,Boquiñeni,2001,Mujeres,490
22068,Borau,2001,Mujeres,34
50054,Bordalba,2001,Mujeres,42
44044,Bordón,2001,Mujeres,72
50055,Borja,2001,Mujeres,2166
50056,Botorrita,2001,Mujeres,230
50057,Brea de Aragón,2001,Mujeres,985
44045,Bronchales,2001,Mujeres,215
22069,Broto,2001,Mujeres,250
50058,Bubierca,2001,Mujeres,55
44046,Bueña,2001,Mujeres,45
50059,Bujaraloz,2001,Mujeres,472
50060,Bulbuente,2001,Mujeres,122
44047,Burbáguena,2001,Mujeres,184
50061,Bureta,2001,Mujeres,157
50062,Burgo de Ebro (El),2001,Mujeres,783
50063,Buste (El),2001,Mujeres,53
50064,Cabañas de Ebro,2001,Mujeres,260
50065,Cabolafuente,2001,Mujeres,33
44048,Cabra de Mora,2001,Mujeres,47
50066,Cadrete,2001,Mujeres,798
44049,Calaceite,2001,Mujeres,568
44050,Calamocha,2001,Mujeres,2050
44051,Calanda,2001,Mujeres,1700
50067,Calatayud,2001,Mujeres,9164
50068,Calatorao,2001,Mujeres,1337
50069,Calcena,2001,Mujeres,41
22072,Caldearenas,2001,Mujeres,111
50070,Calmarza,2001,Mujeres,45
44052,Calomarde,2001,Mujeres,38
44053,Camañas,2001,Mujeres,54
44054,Camarena de la Sierra,2001,Mujeres,85
44055,Camarillas,2001,Mujeres,54
44056,Caminreal,2001,Mujeres,405
50071,Campillo de Aragón,2001,Mujeres,82
22074,Campo,2001,Mujeres,171
22075,Camporrélls,2001,Mujeres,119
22076,Canal de Berdún,2001,Mujeres,193
22077,Candasnos,2001,Mujeres,253
22078,Canfranc,2001,Mujeres,240
44059,Cantavieja,2001,Mujeres,325
44060,Cañada de Benatanduz,2001,Mujeres,25
44061,Cañada de Verich (La),2001,Mujeres,42
44062,Cañada Vellida,2001,Mujeres,20
44063,Cañizar del Olivar,2001,Mujeres,58
22079,Capdesaso,2001,Mujeres,89
22080,Capella,2001,Mujeres,196
50072,Carenas,2001,Mujeres,107
50073,Cariñena,2001,Mujeres,1387
22081,Casbas de Huesca,2001,Mujeres,140
44064,Cascante del Río,2001,Mujeres,44
50074,Caspe,2001,Mujeres,3874
50075,Castejón de Alarba,2001,Mujeres,52
50076,Castejón de las Armas,2001,Mujeres,63
22083,Castejón de Monegros,2001,Mujeres,348
22084,Castejón de Sos,2001,Mujeres,292
44065,Castejón de Tornos,2001,Mujeres,47
50077,Castejón de Valdejasa,2001,Mujeres,159
22082,Castejón del Puente,2001,Mujeres,195
44066,Castel de Cabra,2001,Mujeres,76
22085,Castelflorite,2001,Mujeres,71
44070,Castellar (El),2001,Mujeres,43
44071,Castellote,2001,Mujeres,355
44067,Castelnou,2001,Mujeres,48
44068,Castelserás,2001,Mujeres,399
22086,Castiello de Jaca,2001,Mujeres,86
22087,Castigaleu,2001,Mujeres,44
50078,Castiliscar,2001,Mujeres,196
22088,Castillazuelo,2001,Mujeres,118
22089,Castillonroy,2001,Mujeres,212
44074,Cedrillas,2001,Mujeres,255
44075,Celadas,2001,Mujeres,188
44076,Cella,2001,Mujeres,1412
44077,Cerollera (La),2001,Mujeres,54
50079,Cervera de la Cañada,2001,Mujeres,172
50080,Cerveruela,2001,Mujeres,4
50081,Cetina,2001,Mujeres,371
22094,Chalamera,2001,Mujeres,68
22095,Chía,2001,Mujeres,50
22096,Chimillas,2001,Mujeres,94
50092,Chiprana,2001,Mujeres,189
50093,Chodes,2001,Mujeres,62
50082,Cimballa,2001,Mujeres,82
50083,Cinco Olivas,2001,Mujeres,69
50084,Clarés de Ribota,2001,Mujeres,53
50085,Codo,2001,Mujeres,139
44080,Codoñera (La),2001,Mujeres,160
50086,Codos,2001,Mujeres,113
22090,Colungo,2001,Mujeres,59
50087,Contamina,2001,Mujeres,27
44082,Corbalán,2001,Mujeres,32
44084,Cortes de Aragón,2001,Mujeres,61
44085,Cosa,2001,Mujeres,45
50088,Cosuenda,2001,Mujeres,199
44086,Cretas,2001,Mujeres,290
44087,Crivillén,2001,Mujeres,58
50089,Cuarte de Huerva,2001,Mujeres,932
44088,Cuba (La),2001,Mujeres,30
50090,Cubel,2001,Mujeres,120
44089,Cubla,2001,Mujeres,22
44090,Cucalón,2001,Mujeres,33
50091,Cuerlas (Las),2001,Mujeres,46
44092,Cuervo (El),2001,Mujeres,58
44093,Cuevas de Almudén,2001,Mujeres,47
44094,Cuevas Labradas,2001,Mujeres,73
50094,Daroca,2001,Mujeres,1125
50095,Ejea de los Caballeros,2001,Mujeres,7703
44096,Ejulve,2001,Mujeres,110
50096,Embid de Ariza,2001,Mujeres,33
50098,Encinacorba,2001,Mujeres,151
50099,Épila,2001,Mujeres,1955
50100,Erla,2001,Mujeres,233
50101,Escatrón,2001,Mujeres,644
44097,Escorihuela,2001,Mujeres,114
44099,Escucha,2001,Mujeres,509
22099,Esplús,2001,Mujeres,389
22102,Estada,2001,Mujeres,97
22103,Estadilla,2001,Mujeres,440
44100,Estercuel,2001,Mujeres,161
22105,Estopiñán del Castillo,2001,Mujeres,91
50102,Fabara,2001,Mujeres,583
22106,Fago,2001,Mujeres,12
22107,Fanlo,2001,Mujeres,77
50104,Farlete,2001,Mujeres,230
50105,Fayón,2001,Mujeres,181
50106,Fayos (Los),2001,Mujeres,86
44101,Ferreruela de Huerva,2001,Mujeres,39
50107,Figueruelas,2001,Mujeres,511
22109,Fiscal,2001,Mujeres,108
50108,Fombuena,2001,Mujeres,5
44102,Fonfría,2001,Mujeres,14
22110,Fonz,2001,Mujeres,549
22111,Foradada del Toscar,2001,Mujeres,121
44103,Formiche Alto,2001,Mujeres,93
44105,Fórnoles,2001,Mujeres,55
44106,Fortanete,2001,Mujeres,89
44107,Foz-Calanda,2001,Mujeres,112
22112,Fraga,2001,Mujeres,6014
50109,Frago (El),2001,Mujeres,56
50110,Frasno (El),2001,Mujeres,258
50111,Fréscano,2001,Mujeres,122
44108,Fresneda (La),2001,Mujeres,193
44109,Frías de Albarracín,2001,Mujeres,72
50113,Fuendejalón,2001,Mujeres,422
50114,Fuendetodos,2001,Mujeres,93
44110,Fuenferrada,2001,Mujeres,22
44111,Fuentes Calientes,2001,Mujeres,56
44112,Fuentes Claras,2001,Mujeres,323
50115,Fuentes de Ebro,2001,Mujeres,1872
50116,Fuentes de Jiloca,2001,Mujeres,162
44113,Fuentes de Rubielos,2001,Mujeres,47
44114,Fuentespalda,2001,Mujeres,169
22113,Fueva (La),2001,Mujeres,295
50117,Gallocanta,2001,Mujeres,80
50118,Gallur,2001,Mujeres,1438
44115,Galve,2001,Mujeres,65
44116,Gargallo,2001,Mujeres,56
44117,Gea de Albarracín,2001,Mujeres,218
50119,Gelsa,2001,Mujeres,613
44118,Ginebrosa (La),2001,Mujeres,111
22114,Gistaín,2001,Mujeres,77
50120,Godojos,2001,Mujeres,37
50121,Gotor,2001,Mujeres,181
22115,Grado (El),2001,Mujeres,266
22116,Grañén,2001,Mujeres,954
22117,Graus,2001,Mujeres,1583
44119,Griegos,2001,Mujeres,53
50122,Grisel,2001,Mujeres,24
50123,Grisén,2001,Mujeres,236
44120,Guadalaviar,2001,Mujeres,140
44121,Gúdar,2001,Mujeres,33
22119,Gurrea de Gállego,2001,Mujeres,886
50124,Herrera de los Navarros,2001,Mujeres,291
44122,Híjar,2001,Mujeres,934
44123,Hinojosa de Jarque,2001,Mujeres,82
22122,Hoz de Jaca,2001,Mujeres,40
44124,Hoz de la Vieja (La),2001,Mujeres,59
22908,Hoz y Costean,2001,Mujeres,98
22124,Huerto,2001,Mujeres,116
44125,Huesa del Común,2001,Mujeres,55
22125,Huesca,2001,Mujeres,23733
50125,Ibdes,2001,Mujeres,263
22126,Ibieca,2001,Mujeres,55
44126,Iglesuela del Cid (La),2001,Mujeres,232
22127,Igriés,2001,Mujeres,125
22128,Ilche,2001,Mujeres,132
